x,y,village_id,player_id,alliance_id
253,-183,26764,4700,630
251,-184,28172,4700,630
257,-184,19466,4700,630
252,-185,12543,4700,630
8,35,274,246,0
44,86,20228,13145,492
1,84,27502,13145,492
52,-9,3107,1847,31
12,-63,21819,1847,31
21,-63,12828,1847,31
12,-64,7009,1847,31
13,-64,4945,1847,31
19,-64,17685,1847,31
0,198,26864,27,30
47,31,22773,27,30
48,31,17211,27,30
49,31,10785,27,30
50,31,5520,27,30
48,30,20379,27,30
49,29,28235,27,30
23,20,44,27,30
-16,-32,598,457,0
55,-24,4049,2965,0
-53,42,6564,4584,186
19,-40,1228,981,220
39,-65,25889,981,220
36,-66,15240,981,220
38,-66,29623,981,220
36,-67,7203,981,220
39,-69,21867,981,220
38,68,24658,5516,45
39,66,20470,5516,45
40,65,15191,5516,45
44,62,8643,5516,45
54,62,28438,5516,45
-8,-34,485,496,0
2,38,446,417,0
-22,27,487,501,0
-37,4,565,385,0
46,68,27729,6987,440
47,68,16708,6987,440
48,68,24017,6987,440
48,67,12266,6987,440
0,-80,11699,6777,0
7,-88,25693,6777,0
-7,-105,23177,6777,0
-5,-108,27471,6777,0
-19,41,1643,1150,667
-35,38,21824,1150,667
-37,37,15179,1150,667
-35,37,27133,1150,667
-37,36,30116,1150,667
-36,36,7560,1150,667
-190,-94,28142,3972,188
-185,-97,10060,3972,188
-183,-97,15395,3972,188
-182,-98,23008,3972,188
-187,-99,28675,3972,188
-184,-99,20059,3972,188
-183,-100,26906,3972,188
-185,-102,25004,3972,188
-185,-103,30103,3972,188
40,5,501,503,259
12,82,12703,7112,0
-37,69,11572,6729,0
89,2,21169,7370,45
-60,4,9679,2805,159
-56,-7,3950,2805,159
-54,-7,28422,2805,159
-56,-8,26237,2805,159
-55,-8,9105,2805,159
-54,-8,19940,2805,159
75,12,9177,5692,315
76,12,14870,5692,315
92,-12,24217,5692,315
93,-12,20729,5692,315
94,-12,27234,5692,315
117,-166,11041,3685,564
111,-168,20607,3685,564
106,-173,27283,3685,564
394,395,29037,5593,228
393,394,15666,5593,228
393,393,21654,5593,228
394,393,26206,5593,228
68,35,8890,5593,228
161,32,27636,7465,643
77,-31,13977,7465,643
78,-31,21121,7465,643
42,-59,7338,5077,337
-35,-138,26976,5077,337
-34,-140,19369,5077,337
-32,-145,23735,5077,337
-27,-149,12301,5077,337
-20,-151,15973,5077,337
-94,105,23286,1771,7
-93,105,16928,1771,7
-94,104,29153,1771,7
-92,104,8768,1771,7
-44,27,3015,1771,7
-70,116,27640,13444,180
-40,86,20523,13444,180
-25,68,19169,5286,228
-25,67,8000,5286,228
42,-31,2728,1707,44
-50,32,3977,2833,228
-49,29,22296,2833,228
70,-30,9584,5815,328
-178,195,20416,5329,141
-185,192,24541,5329,141
-180,192,29448,5329,141
-185,189,27342,5329,141
-41,66,12270,5329,141
-39,61,8173,5329,141
-35,-2,480,492,0
-38,56,6208,4365,141
-38,55,16026,4365,141
-37,55,26730,4365,141
98,-28,27924,14245,0
173,-156,28799,6849,389
162,-161,28321,6849,389
167,-161,29488,6849,389
173,-161,21692,6849,389
176,-161,27581,6849,389
167,-162,16283,6849,389
170,-162,29865,6849,389
171,-163,24609,6849,389
-72,16,23493,3416,0
-71,16,12551,3416,0
50,52,6621,2289,30
54,51,10436,2289,30
55,51,14700,2289,30
56,51,20858,2289,30
57,51,6596,2289,30
58,51,24805,2289,30
57,50,17695,2289,30
57,48,6288,2289,30
58,2,3563,2289,30
46,-202,28491,2289,30
18,-25,242,68,31
22,-98,16557,68,31
25,-99,19922,68,31
25,-101,12277,68,31
26,-101,24524,68,31
25,-102,5914,68,31
27,-102,28139,68,31
24,-103,21952,68,31
25,-104,28902,68,31
37,13,462,460,0
-45,-43,4559,3487,0
-49,-44,9983,3487,0
47,40,4052,2974,0
-50,41,5152,3960,186
-49,41,25494,3960,186
-53,39,20524,3960,186
-62,-70,19986,12731,533
109,110,25064,5284,58
110,110,14297,5284,58
111,110,28674,5284,58
109,109,20733,5284,58
26,70,7994,5284,58
49,-67,26427,1006,35
24,94,18923,1294,30
28,94,23394,1294,30
20,87,7296,1294,30
21,87,29476,1294,30
24,87,29487,1294,30
23,86,14186,1294,30
-6,47,1849,1294,30
-144,116,28396,6207,7
-145,114,25728,6207,7
-145,108,21553,6207,7
-148,107,15375,6207,7
66,41,10290,6207,7
-127,178,24670,9410,141
-67,85,19211,9410,141
-52,67,15421,9410,141
-3,-34,427,409,0
33,-75,20054,7711,393
36,-76,14313,7711,393
35,-77,27114,7711,393
-75,-39,27824,13809,0
-10,-95,20842,13809,0
-38,-46,4282,3305,254
-255,-253,23618,3305,254
-256,-254,10809,3305,254
-255,-254,21013,3305,254
-254,-254,26141,3305,254
-256,-255,16389,3305,254
-254,-255,27861,3305,254
-254,-256,29500,3305,254
57,59,20322,3730,315
44,56,27503,3730,315
48,56,10972,3730,315
40,54,4891,3730,315
-70,-168,29806,11629,337
-71,-169,27763,11629,337
-70,-169,22444,11629,337
-46,-161,19053,4012,337
-44,-161,22849,4012,337
-45,-162,10812,4012,337
-44,-162,25531,4012,337
-43,-162,29428,4012,337
-46,-163,25917,4012,337
-40,2,861,770,0
-61,-33,15448,4388,159
-60,-33,6283,4388,159
-99,-40,27340,4388,159
-98,-40,20381,4388,159
-96,-46,23994,4388,159
-97,-47,28807,4388,159
31,33,16011,832,45
30,32,1000,832,45
31,32,6877,832,45
33,31,21670,832,45
31,29,26678,832,45
-331,131,21971,9583,228
-329,131,29850,9583,228
-330,130,25806,9583,228
-48,70,15774,9583,228
-63,-43,8326,1462,33
-78,-48,26118,1462,33
-75,-48,6328,1462,33
-76,-49,25512,1462,33
-74,-49,22165,1462,33
-69,-50,11584,1462,33
-84,-52,10637,1462,33
-70,-54,16248,1462,33
-161,138,29519,9523,485
-159,137,23952,9523,485
-84,15,15525,9523,485
-85,-36,19036,11594,228
-81,47,20052,12957,0
29,-22,533,498,0
-27,-60,5802,4180,213
-15,-117,26355,4180,213
-17,-119,10160,4180,213
-15,-119,17376,4180,213
-17,-120,22670,4180,213
-36,70,16698,6691,48
-35,70,11431,6691,48
-35,69,24698,6691,48
-32,55,28253,3451,228
-29,55,4412,3451,228
46,-3,1650,1158,45
46,-4,14796,1158,45
46,-5,23661,1158,45
-54,-24,4132,3115,33
-52,-31,16240,3115,33
-51,-31,22397,3115,33
-53,-32,28230,3115,33
-52,-32,8047,3115,33
-119,-135,24773,3489,337
-121,-136,21331,3489,337
-120,-136,16700,3489,337
-120,-137,9676,3489,337
-61,-1,4379,3163,159
-58,-17,4207,3163,159
-55,-18,9656,3163,159
-52,-20,16328,3163,159
-55,-21,4162,3163,159
-55,-22,8176,3163,159
-66,-31,14307,3163,159
-63,42,24954,6290,228
-64,41,10435,6290,228
16,143,24715,9932,494
17,142,20902,9932,494
18,142,28857,9932,494
18,140,27495,9932,494
61,66,16756,9932,494
-29,37,17705,1190,141
-29,36,10973,1190,141
-32,35,26428,1190,141
-29,35,1679,1190,141
-57,155,23557,3978,45
-56,155,18901,3978,45
-53,155,10810,3978,45
7,68,5179,3978,45
75,15,8323,5937,110
76,15,22383,5937,110
77,15,9801,5937,110
77,14,27555,5937,110
78,14,17613,5937,110
77,13,28897,5937,110
73,12,29812,5937,110
30,170,27313,3515,366
32,170,23744,3515,366
30,169,15245,3515,366
25,168,20032,3515,366
31,168,9552,3515,366
30,165,25877,3515,366
13,50,1925,1344,0
11,-83,14330,7837,555
-392,-358,29104,7837,555
-395,-376,23684,7837,555
-397,-377,19964,7837,555
-385,-397,27197,7837,555
84,-55,23065,14035,335
235,-238,29653,14035,335
236,-238,27123,14035,335
42,27,1829,1273,228
396,-392,24736,1273,228
391,-396,11913,1273,228
-42,81,19407,11794,519
53,-87,27165,14224,0
-87,45,27292,9918,141
-78,36,16714,9918,141
-6,-59,29845,3460,213
-5,-59,26233,3460,213
-4,-59,24359,3460,213
2,-61,9738,3460,213
0,-62,17073,3460,213
2,-62,4419,3460,213
-36,51,4569,3503,33
-50,50,15795,3503,33
-38,50,9551,3503,33
-37,50,20358,3503,33
-35,50,24025,3503,33
-34,50,15159,3503,33
-41,89,24154,14082,591
1,-43,1179,960,31
-12,-47,13755,960,31
-15,-49,5946,960,31
-9,-50,24330,960,31
-14,-52,20138,960,31
-13,-54,5838,960,31
-12,-56,23481,960,31
31,45,2997,1751,0
-131,-124,16521,1751,0
-132,-125,25695,1751,0
-131,-125,22391,1751,0
68,74,22565,14019,655
140,70,27780,14019,655
30,56,4311,3325,110
86,18,10838,3325,110
104,5,26975,3325,110
103,4,18728,3325,110
102,3,23190,3325,110
101,2,28874,3325,110
138,-379,10301,96,6
-19,44,1936,1348,201
-90,12,14690,1348,201
-66,6,10555,1348,201
-65,6,5118,1348,201
-64,6,5077,1348,201
-67,5,21349,1348,201
-66,5,27245,1348,201
-67,2,5928,1348,201
-65,2,17996,1348,201
-124,-65,9687,3339,188
-127,-66,25426,3339,188
-121,-66,16697,3339,188
-121,-67,22173,3339,188
-123,-68,29081,3339,188
-79,-51,20213,13103,462
-79,-52,24760,13103,462
-78,-52,27826,13103,462
248,254,23504,2204,198
249,254,16247,2204,198
250,254,11807,2204,198
251,254,28407,2204,198
248,253,20409,2204,198
252,253,29073,2204,198
248,250,27247,2204,198
-52,-37,5113,3907,31
-28,-105,23353,3907,31
-33,-107,25753,3907,31
-24,-110,21042,3907,31
-23,-110,29749,3907,31
-24,-111,27985,3907,31
-23,-111,10048,3907,31
-19,-111,16064,3907,31
-4,149,10872,3322,366
-3,149,18050,3322,366
-3,142,28583,3322,366
-2,142,24131,3322,366
57,-25,4310,3322,366
-29,75,20922,4249,48
-27,75,29072,4249,48
-1,67,5880,4249,48
-13,66,13908,4249,48
52,54,8521,5437,0
-10,69,29513,3532,228
-15,61,4600,3532,228
-36,5,490,494,252
-29,77,14794,8521,575
-29,76,20219,8521,575
-13,87,16266,4206,228
-12,86,23558,4206,228
-11,86,28434,4206,228
-3,66,5841,4206,228
14,-102,30240,14274,0
84,-47,11586,4631,268
83,-48,23650,4631,268
46,20,1769,1262,0
129,-1,16623,1262,0
130,-1,8338,1262,0
129,-2,27987,1262,0
130,-2,27147,1262,0
-87,27,10277,44,201
-80,26,25089,44,201
-82,25,11802,44,201
-81,25,27898,44,201
-82,20,26789,44,201
-83,19,15038,44,201
-84,18,21289,44,201
-84,17,5082,44,201
-85,15,18390,44,201
-85,-4,13420,44,201
-195,-50,29208,44,201
87,80,18398,87,30
91,80,22488,87,30
87,78,12212,87,30
86,77,5891,87,30
15,30,160,87,30
-15,164,21163,6300,0
-26,156,29765,6300,0
-39,155,24127,6300,0
-32,155,26394,6300,0
-31,152,30114,6300,0
-25,149,15986,6300,0
-35,68,10486,6300,0
-47,-4,2082,1467,0
-81,23,15188,9041,141
-99,22,27796,9041,141
-24,92,22487,3034,141
-23,92,16481,3034,141
-24,91,26820,3034,141
-23,88,9819,3034,141
-26,53,4076,3034,141
19,-70,8193,6460,213
17,-75,17209,6460,213
18,-76,10833,6460,213
19,-78,11785,6460,213
-75,150,28638,495,30
47,47,4850,495,30
49,42,18098,495,30
50,42,12273,495,30
52,42,9546,495,30
51,41,4954,495,30
49,37,3994,495,30
51,37,4181,495,30
46,36,3501,495,30
43,32,2642,495,30
28,27,482,495,30
66,-32,8081,5309,0
20,-56,25049,5309,0
20,-57,20498,5309,0
20,-58,12852,5309,0
-57,81,29931,14015,591
-70,70,27517,14015,591
-68,69,22519,14015,591
74,-49,23692,9584,220
75,-49,20565,9584,220
74,-50,15776,9584,220
72,-54,16776,9584,220
88,-58,26545,9584,220
96,-59,29968,9584,220
78,-18,11710,6784,501
-153,-145,23529,6784,501
-149,-145,28193,6784,501
-152,-146,17655,6784,501
-52,-33,6934,1710,33
-54,-34,5114,1710,33
-52,-34,22957,1710,33
-49,-34,25677,1710,33
-55,-37,14281,1710,33
-25,-42,2708,1710,33
48,-88,21528,13995,228
48,-89,28734,13995,228
61,40,5518,75,30
62,40,17162,75,30
62,39,11433,75,30
62,37,21756,75,30
58,36,5138,75,30
69,33,25733,75,30
19,25,91,75,30
88,7,15221,9088,0
41,-76,14698,8497,220
46,-76,28795,8497,220
42,-77,25507,8497,220
43,-78,23004,8497,220
44,-78,27410,8497,220
44,-79,27720,8497,220
44,-80,17969,8497,220
-26,-87,18280,11177,213
-30,-100,26881,11177,213
-71,-133,29980,11177,213
-68,-133,22668,11177,213
-67,-51,28147,8499,462
-66,-51,23396,8499,462
-65,-51,14721,8499,462
-20,21,23395,815,33
-21,19,28408,815,33
-20,19,24798,815,33
-74,-39,15180,815,33
-74,-41,8946,815,33
85,-14,23641,10174,362
90,-16,17710,10174,362
202,-49,27894,10174,362
25,92,19341,11723,0
55,-21,9963,2886,220
53,-22,16321,2886,220
55,-22,3996,2886,220
57,-24,21015,2886,220
61,-28,24864,2886,220
-32,71,24407,6530,0
-32,70,10993,6530,0
58,-15,13851,120,0
60,-16,4317,120,0
60,-17,6259,120,0
49,-18,24513,120,0
53,-18,3553,120,0
6,-29,98,120,0
-1,-67,5889,4260,205
-60,-7,7192,2317,159
-59,-7,20438,2317,159
-59,-8,24126,2317,159
-58,-11,14844,2317,159
-53,-11,3616,2317,159
165,290,19237,17,9
168,290,29454,17,9
178,289,25801,17,9
179,289,22961,17,9
180,289,7442,17,9
168,288,14760,17,9
167,283,28246,17,9
17,25,37,17,9
-44,305,24241,4101,476
-45,300,27583,4101,476
-46,299,28813,4101,476
-45,299,10469,4101,476
-45,295,21129,4101,476
-46,293,16480,4101,476
27,64,5392,4101,476
-47,42,21724,2005,141
-48,41,27547,2005,141
-46,41,16042,2005,141
-46,40,7125,2005,141
-40,36,3227,2005,141
-38,64,9598,5827,0
-60,65,17754,10199,141
-60,64,28022,10199,141
-59,64,24410,10199,141
51,94,21448,5727,0
33,69,9352,5727,0
45,37,3559,2285,0
-191,199,29160,7738,141
37,75,14286,7738,141
275,331,20450,3152,161
276,331,27163,3152,161
243,258,10883,3152,161
63,7,4152,3152,161
73,-4,17390,6521,110
82,-13,26250,6521,110
77,-19,11331,6521,110
76,-20,23261,6521,110
76,-21,10981,6521,110
-55,-17,27897,2906,228
-54,-18,15974,2906,228
-57,-19,21284,2906,228
-54,-19,4007,2906,228
-32,92,27443,9778,0
-29,91,21604,9778,0
-51,69,16365,9778,0
1,-78,18696,6463,0
2,-78,10834,6463,0
3,-78,23745,6463,0
54,304,29766,1105,600
57,304,17139,1105,600
58,300,23356,1105,600
54,299,8344,1105,600
57,297,27479,1105,600
48,3,1510,1105,600
-9,-46,7973,1526,31
-8,-46,2085,1526,31
-7,-46,14200,1526,31
-8,-47,23324,1526,31
-7,-47,20596,1526,31
-77,-106,27122,1526,31
-73,-109,29788,1526,31
-71,-110,25423,1526,31
-3,48,1967,1379,7
-148,11,29154,1379,7
-148,10,26299,1379,7
-148,9,21803,1379,7
-143,7,8665,1379,7
-145,5,16520,1379,7
-89,82,23526,652,7
-91,80,26289,652,7
-84,80,20900,652,7
-88,79,29986,652,7
-88,78,11915,652,7
-87,78,28331,652,7
-86,78,16730,652,7
-85,78,6264,652,7
-30,24,684,652,7
43,12,1065,909,110
47,3,6081,909,110
103,0,15105,909,110
108,0,22360,909,110
106,-2,26092,909,110
109,-7,27903,909,110
144,176,7745,22,9
146,176,19136,22,9
137,171,27773,22,9
142,171,24002,22,9
28,11,40,22,9
35,-59,6311,4452,337
-82,-169,29619,4452,337
-81,-172,19995,4452,337
-80,-172,14713,4452,337
-78,-177,27271,4452,337
-78,-178,23815,4452,337
29,-19,28209,543,220
30,-20,522,543,220
106,-91,12375,543,220
107,-91,6197,543,220
110,-93,22687,543,220
108,-96,20440,543,220
-57,-15,4174,3176,397
38,-95,29567,14257,0
-38,-24,1888,1331,188
-37,-24,8039,1331,188
-157,-99,23967,1331,188
-161,-101,21295,1331,188
-160,-102,16148,1331,188
-155,-105,28152,1331,188
-166,-106,26315,1331,188
-164,-124,29761,1331,188
-34,63,10132,4442,48
-13,63,4890,4442,48
-30,61,6305,4442,48
-72,1,8037,4442,48
-35,19,982,301,33
-28,19,410,301,33
-39,18,20034,301,33
-36,18,12556,301,33
-37,17,18358,301,33
-35,17,5910,301,33
-38,15,25066,301,33
-37,15,14093,301,33
-11,-39,1478,1074,0
-264,-301,24490,696,45
-263,-301,8321,696,45
-57,48,5139,704,33
-56,47,11297,704,33
-55,47,16023,704,33
-56,46,22828,704,33
-53,45,16336,704,33
-55,43,13793,704,33
-60,41,24869,704,33
-59,40,21146,704,33
-26,29,749,704,33
-74,112,18701,5599,180
-69,112,27888,5599,180
-81,109,23810,5599,180
-10,72,8896,5599,180
57,-22,4203,3202,220
130,-45,23814,3202,220
149,-46,28403,3202,220
133,-53,18264,3202,220
133,-54,11632,3202,220
12,33,20128,141,0
13,33,185,141,0
171,231,17691,809,0
169,229,10534,809,0
170,228,28402,809,0
168,226,23812,809,0
171,226,25740,809,0
4,-32,22439,245,0
5,-32,292,245,0
6,-32,27229,245,0
4,-33,16030,245,0
7,-33,28204,245,0
9,-33,29947,245,0
-67,-5,5858,4212,0
-108,-27,23361,4212,0
-110,-28,14168,4212,0
-109,-28,28582,4212,0
67,134,24361,6295,58
66,132,15723,6295,58
67,132,26606,6295,58
64,130,28203,6295,58
23,76,10475,6295,58
28,14,95,108,0
-140,-54,17167,3486,188
-137,-55,10548,3486,188
-137,-56,21734,3486,188
-135,-58,26249,3486,188
-8,-61,4436,3486,188
61,-38,18107,3158,0
64,-39,9369,3158,0
-89,21,19379,11756,0
33,-53,8320,3919,220
29,-60,27973,3919,220
18,-62,5119,3919,220
18,-63,23894,3919,220
19,-63,20377,3919,220
20,-63,11721,3919,220
-224,53,29825,9917,48
-224,52,25002,9917,48
-225,51,21109,9917,48
-229,50,27969,9917,48
-74,44,16705,9917,48
43,-69,12391,7037,0
157,-248,29958,7037,0
162,-251,22361,7037,0
157,-254,29651,7037,0
-35,-51,4833,3645,0
-50,-65,27494,3645,0
-51,-67,15021,3645,0
116,-193,29458,1876,80
113,-198,8339,1876,80
118,-199,20767,1876,80
113,-200,12039,1876,80
104,-201,24515,1876,80
116,-201,16471,1876,80
105,-203,27647,1876,80
114,-205,23577,1876,80
21,63,11165,3361,0
23,61,4339,3361,0
117,-69,22777,3361,0
121,-70,29658,3361,0
-149,206,21693,7110,141
-149,205,26925,7110,141
-148,203,29912,7110,141
-7,79,12699,7110,141
-71,-44,28329,8915,0
-71,-45,15044,8915,0
-77,90,23565,1732,7
-77,89,15437,1732,7
-77,88,7726,1732,7
-30,43,2991,1732,7
-188,175,30073,4786,141
-188,174,17977,4786,141
-197,173,28073,4786,141
-199,170,21970,4786,141
-194,170,25900,4786,141
-201,168,11239,4786,141
-57,39,6869,4786,141
4,-76,9763,5926,337
-5,-193,28399,5926,337
-13,-204,25888,5926,337
-11,-205,21947,5926,337
-13,-206,15341,5926,337
6,72,9155,304,30
6,67,4994,304,30
5,66,5795,304,30
0,62,11646,304,30
0,61,16469,304,30
-3,58,23455,304,30
-13,56,29654,304,30
28,24,337,304,30
-2,-234,28128,304,30
27,43,1892,1334,110
102,-20,26755,1334,110
117,-20,23428,1334,110
112,-23,19338,1334,110
113,-24,13992,1334,110
114,-24,7190,1334,110
116,-26,28835,1334,110
-6,-34,478,491,246
70,348,28054,14085,0
29,97,24245,14085,0
-42,-77,17000,10014,555
-44,-80,27472,10014,555
-62,45,11198,6592,63
-83,-20,23953,6592,63
-72,-12,8529,5421,460
-106,-22,29659,5421,460
-113,-23,22237,5421,460
-110,-23,27116,5421,460
4,-54,3202,1934,177
81,-65,20349,1934,177
-60,31,17328,3205,67
-56,25,4206,3205,67
-2,34,22929,393,33
-1,34,6378,393,33
-6,33,406,393,33
-2,33,15367,393,33
-1,33,20143,393,33
-20,12,29434,393,33
-21,11,27486,393,33
-18,11,25744,393,33
246,260,27643,2298,198
247,259,24781,2298,198
246,258,17093,2298,198
247,258,21735,2298,198
243,257,29763,2298,198
244,257,28410,2298,198
245,257,12869,2298,198
-264,164,22762,9099,538
-264,163,28325,9099,538
-55,64,15233,9099,538
-9,-32,25526,279,672
-7,-33,330,279,672
-9,-34,14987,279,672
-5,-34,6906,279,672
-10,-36,22040,279,672
-10,-37,28720,279,672
-69,18,29973,4609,228
-66,18,6584,4609,228
-65,157,22959,2631,201
-39,42,3868,2631,201
-38,42,16543,2631,201
-37,42,26651,2631,201
-39,41,10074,2631,201
41,-20,21831,1085,0
40,-21,1489,1085,0
42,-22,25363,1085,0
41,-23,16119,1085,0
45,-25,7033,1085,0
-10,-64,5209,4005,337
-37,-151,21168,4005,337
-37,-152,24301,4005,337
-35,-152,15643,4005,337
-32,-153,29098,4005,337
-33,-154,27315,4005,337
37,57,24243,4026,45
38,56,5302,4026,45
39,56,17637,4026,45
38,55,28245,4026,45
70,63,19217,11633,315
70,62,27317,11633,315
69,61,28433,11633,315
-204,365,25439,13457,600
-92,27,20531,13457,600
50,63,11194,6587,0
49,62,27203,6587,0
71,70,22537,14017,0
-66,-11,5886,3792,159
-59,-28,5303,3792,159
-54,-28,15737,3792,159
-55,-29,8784,3792,159
-62,-30,20915,3792,159
-55,-30,4970,3792,159
-71,-31,29243,3792,159
-45,-21,3102,1840,0
16,39,619,487,250
-78,34,26256,10031,600
-82,29,17129,10031,600
-6,166,27774,60,663
1,162,14784,60,663
3,162,7760,60,663
-7,161,23041,60,663
3,161,19882,60,663
1,158,24530,60,663
3,158,29790,60,663
-164,-45,28551,9594,514
-161,-45,22897,9594,514
-60,-62,15802,9594,514
-60,26,5189,3982,0
-62,25,29489,3982,0
-61,25,24822,3982,0
-60,25,10974,3982,0
-60,24,19976,3982,0
38,-10,707,439,0
-8,76,9430,1658,141
-15,49,2648,1658,141
38,-50,28119,4025,220
39,-50,8900,4025,220
40,-50,20397,4025,220
39,-52,15673,4025,220
40,-52,23506,4025,220
39,-53,5300,4025,220
29,-67,8155,5327,306
-49,7,2010,1441,201
-65,5,15425,1441,201
-64,5,6545,1441,201
-67,4,13445,1441,201
-66,4,18417,1441,201
-65,4,5196,1441,201
75,0,8505,5427,4
74,-4,8786,5427,4
62,-141,21184,5427,4
62,-143,17374,5427,4
64,-143,11672,5427,4
58,-144,23793,5427,4
60,-144,26110,5427,4
-126,89,23968,4016,7
-127,88,17276,4016,7
-126,88,10025,4016,7
-124,88,26715,4016,7
-122,88,30092,4016,7
-126,87,21043,4016,7
-125,86,28624,4016,7
0,68,5298,4016,7
34,-7,453,444,0
-24,-25,477,401,0
46,-57,7922,5252,337
-41,-134,27638,5252,337
-44,-143,21967,5252,337
-43,-143,13415,5252,337
-47,-144,25372,5252,337
-41,-144,12700,5252,337
-165,202,28037,8584,141
-160,201,24465,8584,141
-60,97,19919,8584,141
-39,73,14822,8584,141
-280,100,25898,3315,158
56,-28,14191,3315,158
55,-29,4303,3315,158
16,-102,29807,14268,671
26,-33,1090,915,35
1,-39,27862,915,35
-1,-40,17746,915,35
0,-41,15547,915,35
-1,-43,23948,915,35
-53,40,12702,1520,201
-48,38,21825,1520,201
-47,38,12085,1520,201
-53,37,5160,1520,201
-48,37,17680,1520,201
-47,37,6500,1520,201
-49,36,24617,1520,201
-48,12,2072,1520,201
-2,-8,6823,255,4
3,-23,30190,255,4
10,-29,22892,255,4
8,-30,18532,255,4
9,-31,298,255,4
9,-32,27981,255,4
-74,-37,23408,8536,481
-74,-38,14780,8536,481
-165,66,24780,6285,7
-166,64,13923,6285,7
-161,64,22359,6285,7
-168,63,28117,6285,7
-165,62,18157,6285,7
-165,61,26719,6285,7
-161,61,29699,6285,7
66,44,10390,6285,7
-62,-74,21470,13988,0
-24,-93,20848,13823,0
41,2,605,464,0
-71,-27,10687,6418,337
-15,-141,26187,6418,337
-17,-142,29993,6418,337
-16,-142,19850,6418,337
-14,-142,23571,6418,337
-13,-142,28024,6418,337
-15,-143,15274,6418,337
-28,-64,7057,4879,0
-113,-181,14692,4879,0
-25,-65,26656,4760,0
-19,-66,6852,4760,0
-19,-67,27280,4760,0
-18,-70,15012,4760,0
-159,191,23173,7289,141
-149,191,29088,7289,141
-172,188,19398,7289,141
-165,188,27224,7289,141
-54,57,13754,7289,141
-104,12,21506,2230,201
-101,12,7744,2230,201
-103,11,14816,2230,201
-104,9,22916,2230,201
-100,1,29455,2230,201
-99,-1,26837,2230,201
-44,-29,3479,2230,201
-19,-95,25059,14106,623
292,-3,29247,14219,644
87,-53,26827,14219,644
-135,4,29127,6282,7
-134,-8,26138,6282,7
-133,-8,21400,6282,7
-135,-9,15112,6282,7
-37,-65,10387,6282,7
-35,-19,1231,968,33
-6,-20,5955,968,33
-7,-22,16440,968,33
-4,-22,11634,968,33
-6,-23,22755,968,33
46,6,1190,963,254
-243,-258,29950,963,254
-242,-258,24223,963,254
-243,-259,21661,963,254
-245,-260,8538,963,254
-244,-260,18156,963,254
-241,-260,26725,963,254
-244,-261,13463,963,254
-244,-262,28775,963,254
39,93,24915,14103,627
140,69,27816,14103,627
29,46,2675,1690,0
29,44,8510,1690,0
67,53,14344,7860,110
130,5,18564,7860,110
128,3,23567,7860,110
124,-1,27514,7860,110
-38,114,17519,2766,0
-39,113,24240,2766,0
-38,113,9436,2766,0
-13,58,4030,2766,0
-3,34,422,416,0
-94,128,12831,1387,7
-93,127,29155,1387,7
-92,126,27296,1387,7
-94,125,24574,1387,7
-93,125,21647,1387,7
-92,125,6895,1387,7
-91,125,17815,1387,7
-46,-2,1976,1387,7
